PN,SN,Equipment,Material Description,ATA,Contract,Order/PO,Supplier,D8 Removal Notification,D8 Removal Date,D8 Code,U/S TER,Mn.wk.ctr,Profit Ctr,A/C,Fleet,Operator,Orig Order,Orig Order Type,Orig Desc,Notif Orig,Notif Orig Type,Desc.,Doc Type,Document,DPt,Vr,Document Description,"TSN
(FH)","TSI
(FH)","SHRTRNR
TSI","CSN
(Cyc)","CSI
(Cyc)","SHRTRNR
CSI",TSC (FH),"SHRTRNR
TSC","CSC
(Cyc)",Order2,Order Type,Description,Po No,Batch Out,PO in After Out,Vendor in after out,W4 in After Out,Notif Shop,Notif Shop Type,Repair Station,PO Cost,Remark,Exclude,Vendor,PN,SN,Reason of Removal,Category Finding,Shop Finding,User Status,Total Cost Actual
2758,X02942,12052994,AIRCRAFT BATTERY,,,588345,WSUB,13794909,42975,WR,S,CGK1T1ZZ,GMFTF,PK-GQP,A320-200,Citilink,801818107,GA01,REMOVE BATTERY FOR OVERHAUL,13434614,E8,REMOVE FROM AIRCRAFT,AMI,10000066581,000,03,DC GENERATION,31881.21,884.86,,7174,690,,,,,512002298,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512002298,,,,,13807351,W1,,,"25 30 ,50",,WSAV,2758,X02942,REMOVE BATTERY FOR OVERHAUL,DIRTY AND LOW LEVEL LIQUID,"DIRTY, LOW LEVEL LIQUID AND SCHEDULE OVERHAUL",RRC,713.3
2758,C01695,12179995,AIRCRAFT BATTERY,,,583159,WSUB,13795287,42975,TX,S,GAH415ZZ,GMFTBU,PK-GQL,A320-200,Citilink,801817264,GA01,REMOVE BATTERY FOR OVERHAUL,13246648,E8,REMOVE FROM AIRCRAFT,AMI,10000066581,000,03,DC GENERATION,5294.9,1131.57,,4001,726,,,,,512002333,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512002333,,,,,13803864,W1,,,"25 30 ,50",,WSAV,2758,C01695,TIME EXPIRED,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,542.1
2758,201700168,12310657,AIRCRAFT BATTERY,,,,,13812547,42981,TX,S,GAH210ZZ,GMFTL,PK-GTD,A320-200,Citilink,801821948,GA01,REMOVE BATTERY FOR CHECK IN WORKSHOP,13602615,E8,REMOVE FROM AIRCRAFT,AMI,10000066582,000,03,DC GENERATION,766.42,766.42,,313,313,,,,,512002944,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512002944,,,,,13824957,W1,,, 30 ,,WSAV,2758,201700168,SHOP CHECK,DIRTY AND LOW LEVEL LIQUID,"DIRTY, LOW LEVEL LIQUID",RRC,584.9
2758,201700167,12310656,AIRCRAFT BATTERY,,,,,13812549,42981,TX,S,GAH210ZZ,GMFTL,PK-GTD,A320-200,Citilink,801821947,GA01,REMOVE BATTERY FOR CHECK IN WORKSHOP,13602614,E8,REMOVE FROM AIRCRAFT,AMI,10000066582,000,03,DC GENERATION,766.42,766.42,,313,313,,,,,512002943,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512002943,,,,,13824954,W1,,, 30 ,,WSAV,2758,201700167,SHOP CHECK,DIRTY AND LOW LEVEL LIQUID,"DIRTY, LOW LEVEL LIQUID",RRC,584.9
2758,C01689,12183638,AIRCRAFT BATTERY,,,589596,WSEM,13821741,42983,FO,S,GAH415ZZ,GMFTBU,PK-GLX,A320-200,Citilink,801816039,GA01,REMOVE BATTERY FOR CHECK IN WORKSHOP,13602568,E8,REMOVE FROM AIRCRAFT,AMI,10000066582,000,03,DC GENERATION,6606.48,834.95,,5307,624,,,,,512003200,GA05,TEST OF 24-38-51 AIRCRAFT BATTERY,512003200,,,,,13840436,W1,,,"25 30 ,50",,WSAV,2758,C01689,SHOP CHECK,DIRTY AND LOW LEVEL LIQUID,LOW CAPACITY AND LEVEL LIQUID,RRC,709.75
2758,B00723,12017166,AIRCRAFT BATTERY,,,590022,WSEM,13821747,42983,FO,S,GAH415ZZ,GMFTBU,PK-GLX,A320-200,Citilink,801816160,GA01,REMOVE BATTERY FOR CHECK IN WORKSHOP,13602567,E8,REMOVE FROM AIRCRAFT,AMI,10000066582,000,03,DC GENERATION,10661.86,834.95,,8468,624,,,,,512003199,GA05,TEST OF 24-38-51 AIRCRAFT BATTERY,512003199,,,,,13840224,W1,,,25 30 ,,WSAV,2758,B00723,SHOP CHECK,CELLS FAIL,6 CELLS WERE FAILED ON CAPACITY TEST,RRC,567.1
2758,D02995,12238794,AIRCRAFT BATTERY,,,591831,WSEM,13822185,42984,WR,S,CGK1T1ZZ,GMFTL,PK-GLK,A320-200,Citilink,801828066,GA01,REMOVE BATTERY FOR OVERHAUL,13286566,E8,REMOVE FROM AIRCRAFT,AMI,10000066581,000,03,DC GENERATION,4562.62,703.21,,3491,527,,,,,512003198,GA05,TEST OF 24-38-51 AIRCRAFT BATTERY,512003198,,,,,13837597,W1,,,"25 30 ,50",,WSAV,2758,D02995,REMOVE BATTERY FOR OVERHAUL,DIRTY AND LOW LEVEL LIQUID,"DIRTY, LOW LEVEL LIQUID",RRC,542.1
2758,A05773,12035567,AIRCRAFT BATTERY,,,583797,WSEM,13835200,42985,WR,S,CGK1T1ZZ,GMFTF,PK-GLC,A320-200,Citilink,801844439,GA01,REMOVE BATTERY FOR CHECK IN WORKSHOP,13602525,E8,REMOVE FROM AIRCRAFT,AMI,10000066582,000,03,DC GENERATION,10799.75,688.31,,8851,554,,,,,512003389,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512003389,,,,,13845346,W1,,,"25 30 ,50",,WSAV,2758,A05773,CRIMI,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,670.5
2758,C03890,12180427,AIRCRAFT BATTERY,,,585157,WSEM,13839405,42987,WR,S,CGK1T1ZZ,GMFTF,PK-GQO,A320-200,Citilink,801828631,GA01,REMOVE BATTERY FOR CHECK IN WORKSHOP,13602599,E8,REMOVE FROM AIRCRAFT,AMI,10000066582,000,03,DC GENERATION,7332.01,1159.56,,5136,776,,,,,512003679,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512003679,,,,,13855835,W1,,,"25 30 ,50",,WSAV,2758,C03890,REMOVE BATTERY FOR CHECK IN WORKSHOP,LOW INSULATION,"DIRTY, LOW LEVEL LIQUID AND LOW INSULATION",RRC,670.5
2758,C02943,12159568,AIRCRAFT BATTERY,,,593894,WSAV,13853992,42991,TX,S,CGK1T1ZZ,GMFTF,PK-GLC,A320-200,Citilink,TLC130967D1,GATL,REPLACE BATTERY CHECK SHOP,,,,,,,,,7912.36,306.11,,5116,236,,,,,512004102,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512004102,,,,,13864256,W1,,,25 30 ,,WSAV,2758,C02943,SHOP CHECK,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,713.3
2758,201605637,12292103,AIRCRAFT BATTERY,,,584481,WSEM,13855260,42992,WR,S,CGK1T1ZZ,GMFTF,PK-GLK,A320-200,Citilink,801852294,GA01,REMOVE BATTERY FOR CHECK IN WORKSHOP,13602541,E8,REMOVE FROM AIRCRAFT,AMI,10000066582,000,03,DC GENERATION,1613.23,1307.59,,1253,1011,,,,,512004181,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512004181,,,,,13864249,W1,,,25 30 ,,WSAV,2758,201605637,CRIMI,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,542.1
2758,B03667,12013067,AIRCRAFT BATTERY,,,586100,WSEM,13857300,42993,WR,S,CGK1T1ZZ,GMFTF,PK-GQM,A320-200,Citilink,801855608,GA01,REMOVE BATTERY FOR CHECK IN WORKSHOP,13602594,E8,REMOVE FROM AIRCRAFT,AMI,10000066582,000,03,DC GENERATION,7782.22,1119.7,,5557,650,,,,,512004354,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512004354,,,,,13870899,W1,,,"25 30 ,50",,WSAV,2758,B03667,CRIMI,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,584.9
2758,C01694,12179994,AIRCRAFT BATTERY,,,586745,WSEM,13859242,42993,WR,S,CGK1T1ZZ,GMFTF,PK-GQD,A320-200,Citilink,TQD140963D1,GATL,REPLACE BATTERY D/T OVER HAUL,,,,,,,,,6759.58,1125.4,,5482,788,,,,,512004352,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512004352,,,,,13874416,W1,,,25 30 ,,WSAV,2758,C01694,REPLACE BATTERY D/T OVERHAUL,DIRTY AND LOW LEVEL LIQUID,"DIRTY,SCHEDULED OVERHAUL AND LOW LEVEL LIQUID",RRC,713.3
2758,D06003,12261984,AIRCRAFT BATTERY,,,585348,WSEM,13859244,42993,WR,S,CGK1T1ZZ,GMFTF,PK-GQM,A320-200,Citilink,TQM140913D1,GATL,REPLACE BATTERY D/T OVERHAUL,,,,,,,,,3773.93,1124.92,,2565,653,,,,,512004350,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512004350,,,,,13875151,W1,,,25 30 ,,WSAV,2758,D06003,REPLACEMENT BATTERY D/T OVERHAUL,DIRTY AND LOW LEVEL LIQUID,"DIRTY, SCHEDULED OVERHAUL AND LOW LEVEL LIQUID",RRC,713.3
2758,201607827,12306846,AIRCRAFT BATTERY,,,587988,WSEM,13859248,42993,WR,S,CGK1T1ZZ,GMFTF,PK-GLN,A320-200,Citilink,TLN140966D1,GATL,REPLACE BATTERY D/T OVERHAUL,,,,,,,,,1102,1102,,800,800,,,,,512004349,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512004349,,,,,13874557,W1,,,25 30 ,,WSAV,2758,201607827,REPLACEMENT BATTERY D/T OVERHAUL,DIRTY AND LOW LEVEL LIQUID,"DIRTY, SCHEDULED OVERHAUL AND LOW LEVEL LIQUID",RRC,713.3
2758,C02004,12163390,AIRCRAFT BATTERY,,,587622,WSEM,13859301,42993,WR,S,CGK1T1ZZ,GMFTF,PK-GLN,A320-200,Citilink,TLN140966D1,GATL,REPLACE BATTERY D/T OVERHAUL,,,,,,,,,8819.61,1102,,5930,800,,,,,512004353,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512004353,,,,,13875138,W1,,,25 30 ,,WSAV,2758,C02004,REPLACEMENT BATTERY D/T OVERHAUL,DIRTY AND LOW LEVEL LIQUID,"DIRTY, SCHEDULED OVERHAUL AND LOW LEVEL LIQUID",RRC,713.3
2758,B00239,12048805,AIRCRAFT BATTERY,,,585775,WSEM,13859303,42993,WR,S,CGK1T1ZZ,GMFTF,PK-GQD,A320-200,Citilink,TQD140963D1,GATL,REPLACE BATTERY D/T OVER HAUL,,,,,,,,,10802.85,1292.01,,8715,898,,,,,512004351,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512004351,,,,,13877264,W1,,,25 30 ,,WSAV,2758,B00239,REPLACEMENT BATTERY D/T OVERHAUL,CELLS FAIL,"DIRTY, LOW LEVEL LIQUID, 10 CELLS WERE FAILED ON SUPLEMENTARY TEST",RRC,499.3
2758,C01695,12179995,AIRCRAFT BATTERY,,,512002333,WSAV,13863172,42996,WR,S,CGK1T1ZZ,GMFTF,PK-GTD,A320-200,Citilink,801852489,GA01,REMOVE BATTERY FOR OVERHAUL,13803912,E8,REMOVE FROM AIRCRAFT,AMI,10000066581,000,03,DC GENERATION,5400.68,105.78,,4031,30,Y,,,,512004541,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512004541,,,,,13874417,W1,,,25 30 ,,WSAV,2758,C01695,REMOVE BATTERY FOR OVERHAUL,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,542.1
2758,201607828,12306847,AIRCRAFT BATTERY,,,587989,WSEM,13863956,42996,FO,U,GAH415ZZ,GMFTBU,PK-GLI,A320-200,Citilink,801859901,GA02,A/C BATTERY NO #2 WEAK,,,,,,,,,446.24,446.24,,310,310,,,,,512004540,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512004540,,,,,13875133,W1,,,"25 30 ,50",,WSAV,2758,201607828,A/C BATTERY NO #2 WEAK,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,542.1
2758,C03678,12195951,AIRCRAFT BATTERY,,,586395,WSEM,13864786,42997,WR,S,CGK1T1ZZ,GMFTF,PK-GQQ,A320-200,Citilink,801846907,GA01,REMOVE BATTERY FOR CHECK IN WORKSHOP,13602603,E8,REMOVE FROM AIRCRAFT,AMI,10000066582,000,03,DC GENERATION,6720.35,1140.07,,5196,954,,,,,512004542,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512004542,,,,,13875132,W1,,,"25 30 ,50",,WSAV,2758,C03678,CRIMI,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,542.1
2758,201607186,12296807,AIRCRAFT BATTERY,,,590049,WSEM,13868600,42997,WR,S,CGK1T1ZZ,GMFTF,PK-GQJ,A320-200,Citilink,TQJ190945D1,GATL,REPLACE BATTERY CHECK SHOP,,,,,,,,,1687.83,726.66,,1150,420,,,,,512004607,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512004607,,,,,13875131,W1,,,"25 30 ,50",,WSAV,2758,201607186,SHOP CHECK,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,542.1
2758,D02921,12258061,AIRCRAFT BATTERY,,,594159,WSAV,13872232,42999,WR,S,GAH210ZZ,GMFTL,PK-GLD,A320-200,Citilink,TLD170751D1,GATL,FINDING,,,,,,,,,2792.32,58.33,Y,2119,44,Y,,,,512004959,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512004959,,,,,13886250,W1,,,"25 30 ,50",,WSAV,2758,D02921,SEND TO SHOP FOR CHECK,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,542.1
2758,201605638,12292104,AIRCRAFT BATTERY,,,588377,WSEM,13881772,43004,WR,S,CGK1T1ZZ,GMFTF,PK-GQK,A320-200,Citilink,801866624,GA01,REMOVE BATTERY FOR OVERHAUL,13430603,E8,REMOVE FROM AIRCRAFT,AMI,10000066581,000,03,DC GENERATION,1511.76,932.2,,1011,616,,,,,512004715,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512004715,,,,,13892485,W1,,,25 30 ,,WSAV,2758,201605638,CRIMI,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,542.1
2758,A03477,12101838,AIRCRAFT BATTERY,,,585012,WSEM,13881774,43004,WR,S,CGK1T1ZZ,GMFTF,PK-GLM,A320-200,Citilink,801869617,GA01,REMOVE BATTERY FOR CHECK IN WORKSHOP,13754933,E8,REMOVE FROM AIRCRAFT,AMI,10000066582,000,03,DC GENERATION,6207.8,1288.64,,4757,977,,,,,512004716,GA05,OVERHAUL OF 24-38-51 AIRCRAFT BAT,512004716,,,,,13901344,W1,,,"25 30 ,50",,WSAV,2758,A03477,CRIMI,LOW INSULATION,"DIRTY, LOW LEVEL LIQUID AND LOW INSULATION",RRC,542.1
2758,C05823,12210317,AIRCRAFT BATTERY,,,587985,WSEM,13881801,43004,WR,S,CGK1T1ZZ,GMFTF,PK-GLM,A320-200,Citilink,801869618,GA01,REMOVE BATTERY FOR CHECK IN WORKSHOP,13602546,E8,REMOVE FROM AIRCRAFT,AMI,10000066582,000,03,DC GENERATION,5580.31,1086.27,,4213,804,,,,,512004717,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512004717,,,,,13892493,W1,,,25 30 ,,WSAV,2758,C05823,CRIMI,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,542.1
2758,D05404,12256602,AIRCRAFT BATTERY,,,587476,WSEM,13887539,43006,TX,S,CGK1T1ZZ,GMFTF,PK-GLI,A320-200,Citilink,801866583,GA01,REMOVE BATTERY FOR OVERHAUL,13408669,E8,REMOVE FROM AIRCRAFT,AMI,10000066581,000,03,DC GENERATION,3169.9,542.82,,2466,386,,,,,512005325,GA05,OVERHAUL OF 24-38-51 AIRCRAFT BAT,512005325,,,,,13900882,W1,,,"25 30 ,50",,WSAV,2758,D05404,CRIMI,DIRTY AND LOW LEVEL LIQUID,"DIRTY, SCHEDULED OVERHAUL AND LOW LEVEL LIQUID",RRC,713.3
2758,201605634,12292100,AIRCRAFT BATTERY,,,589598,WSEM,13893602,43008,WR,S,CGK1T1ZZ,GMFTF,PK-GLE,A320-200,Citilink,801866328,GA01,REMOVE BATTERY FOR OVERHAUL,13461533,E8,REMOVE FROM AIRCRAFT,AMI,10000066581,000,03,DC GENERATION,1826.72,909.91,,1215,692,,,,,512005610,GA05,OVERHAUL OF 24-38-51 AIRCRAFT BAT,512005610,,,,,13914880,W1,,,"25 30 ,50",,WSAV,2758,201605634,CRIMI,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,670.5
2758,201602581,12275000,AIRCRAFT BATTERY,,,588375,WSEM,13893640,43008,WR,S,CGK1T1ZZ,GMFTF,PK-GLE,A320-200,Citilink,801866329,GA01,REMOVE BATTERY FOR CHECK IN WORKSHOP,13602529,E8,REMOVE FROM AIRCRAFT,AMI,10000066582,000,03,DC GENERATION,2175.9,909.91,,1639,692,,,,,512005609,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512005609,,,,,13907342,W1,,,"25 30 ,50",,WSAV,2758,201602581,CRIMI,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,542.1
2758,A06350,12027382,AIRCRAFT BATTERY,,,588503,WSEM,13909152,43013,WR,S,CGK1T1ZZ,GMFTF,PK-GQR,A320-200,Citilink,801876996,GA01,REMOVE BATTERY FOR CHECK IN WORKSHOP,13602604,E8,REMOVE FROM AIRCRAFT,AMI,10000066582,000,03,DC GENERATION,10658.18,1183.66,,8336,942,,,,,512005914,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512005914,,,,,13921995,W1,,,"25 30 ,50",,WSAV,2758,A06350,CRIMI,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,542.1
2758,D05402,12256600,AIRCRAFT BATTERY,,,512000956,WSAV,13924066,43018,WR,S,CGK1T1ZZ,GMFTL,PK-GLW,A320-200,Citilink,801890108,GA01,REMOVE BATTERY FOR OVERHAUL,13767796,E8,REMOVE FROM AIRCRAFT,AMI,10000066581,000,03,DC GENERATION,3713.58,335.46,,3003,290,,,,,512006455,GA05,OVERHAUL OF 24-38-51 AIRCRAFT BATTERY,512006455,,,,,13944113,W1,,,"25 30 ,50",,WSAV,2758,D05402,reff j/c 801890108 pn on :2758:F6177 sn on :d05404 REMOVE BATTERY FOR OVERHAUL,DIRTY AND LOW LEVEL LIQUID,"DIRTY, AND LOW LEVEL LIQUID",RRC,670.5
2758,A06342,12025347,AIRCRAFT BATTERY,,,587980,WSEM,13929541,43019,WR,S,CGK1T1ZZ,GMFTF,PK-GLJ,A320-200,Citilink,801890109,GA01,REMOVE BATTERY FOR CHECK IN WORKSHOP,13602540,E8,REMOVE FROM AIRCRAFT,AMI,10000066582,000,03,DC GENERATION,10180.82,1052.18,,8365,788,,,,,512006602,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512006602,,,,,13948184,W1,,,25 30 ,,WSAV,2758,A06342,CRIMI,CELLS FAIL,"DIRTY, LOW LEVEL LIQUID AND 7 CELLS WERE FAIL ON CAPACITY TEST",RRC,670.5
2758,201601886,12279303,AIRCRAFT BATTERY,,,587986,WSEM,13929551,43019,WR,S,W704,GMFTCA,PK-GLJ,A320-200,Citilink,512007002,GA05,TEST AND REPAIR OF AIRCRAFT BATTERY,,,,,,,,,3309.08,1052.18,,2560,788,,,,,512007002,GA05,TEST AND REPAIR OF AIRCRAFT BATTERY,512007002,,,,,13961884,W1,,,"25 30 ,50",,WSAV,2758,201601886,"RST, REMOVE BATTERY FOR CHECK IN WORKSHOP",DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,542.1
2758,C02852,12180428,AIRCRAFT BATTERY,,,588287,WSEM,13944068,43022,TX,S,GAH240ZZ,GMFTL,PK-GLZ,A320-200,Citilink,801890111,GA01,REMOVE BATTERY FOR OVERHAUL,13430569,E8,REMOVE FROM AIRCRAFT,AMI,10000066581,000,03,DC GENERATION,7206.34,1246.27,,5008,912,,,,,512006988,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512006988,,,,,13961859,W1,,,"25 30 ,50",,WSAV,2758,C02852,REMOVE BATTERY FOR OVERHAUL PK-GLZ,DIRTY AND LOW LEVEL LIQUID,"DIRTY, LOW LEVEL LIQUID AND SCHEDULED OVERHAUL",RRC,713.3
2758,A04189,12033523,AIRCRAFT BATTERY,,,588093,WSEM,13944095,43022,TX,S,GAH240ZZ,GMFTL,PK-GLZ,A320-200,Citilink,801890112,GA01,REMOVE BATTERY FOR CHECK IN WORKSHOP,13602572,E8,REMOVE FROM AIRCRAFT,AMI,10000066582,000,03,DC GENERATION,11033.68,1246.27,,8589,912,,,,,512006987,GA05,OVERHAUL OF 24-38-51 AIRCRAFT BATTERY,512006987,,,,,13969357,W1,,,25 30 ,,WSAV,2758,A04189,REMOVE BATTERY FOR OVERHAUL PK-GLZ,CELLS FAIL,6 CELLS WERE FAILED ON SUPPLEMENTARY TEST,RRC,1141.3
2758,A00065,12041718,AIRCRAFT BATTERY,,,589899,WSEM,13967949,43029,WR,S,CGK1T1ZZ,GMFTF,PK-GLY,A320-200,Citilink,801900359,GA01,REMOVE BATTERY FOR CHECK IN WORKSHOP,13602569,E8,REMOVE FROM AIRCRAFT,AMI,10000066582,000,03,DC GENERATION,10984.65,900.87,,8678,721,,,,,512007856,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512007856,,,,,13992276,W1,,,"25 30 ,50",,WSAV,2758,A00065,CRIMI,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,713.3
2758,C02944,12159569,AIRCRAFT BATTERY,,,589599,WSEM,13967952,43029,WR,S,CGK1T1ZZ,GMFTF,PK-GLY,A320-200,Citilink,801900360,GA01,REMOVE BATTERY FOR CHECK IN WORKSHOP,13602570,E8,REMOVE FROM AIRCRAFT,AMI,10000066582,000,03,DC GENERATION,8708.28,975.05,,5856,770,,,,,512007858,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512007858,,,,,13985489,W1,,,"25 30 ,50",,WSAV,2758,C02944,CRIMI,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,542.1
2758,B03666,12013072,AIRCRAFT BATTERY,,,591825,WSEM,13979527,43033,WR,S,GAH210ZZ,GMFTL,PK-GQH,A320-200,Citilink,801914838,GA01,REMOVE BATTERY FOR CHECK IN WORKSHOP,13713627,E8,REMOVE FROM AIRCRAFT,AMI,10000066582,000,03,DC GENERATION,9230.07,1157.74,,6688,887,,,,,512008074,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512008074,,,,,13997610,W1,,,"25 30 ,50",,WSAV,2758,B03666,CRIMI,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,709.75
2758,C07297,12218069,AIRCRAFT BATTERY,,,592323,WSEM,14007858,43041,WR,S,CGK1T1ZZ,GMFTF,PK-GLL,A320-200,Citilink,801929553,GA01,REMOVE BATTERY FOR CHECK IN WORKSHOP,13602544,E8,REMOVE FROM AIRCRAFT,AMI,10000066582,000,03,DC GENERATION,6790.73,1057.86,,5160,793,,,,,512008997,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512008997,,,,,14020629,W1,,,"25 30 ,50",,WSAV,2758,C07297,CRIMI REFF J/C ORDER 801929553,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,624.15
2758,201601755,12272773,AIRCRAFT BATTERY,,,592384,WSEM,14007912,43041,WR,S,CGK1T1ZZ,GMFTF,PK-GLL,A320-200,Citilink,801929554,GA01,REMOVE BATTERY FOR CHECK IN WORKSHOP,13602543,E8,REMOVE FROM AIRCRAFT,AMI,10000066582,000,03,DC GENERATION,3474.34,1057.86,,2550,793,,,,,512008996,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512008996,,,,,14020651,W1,,,"25 30 ,50",,WSAV,2758,201601755,CRIMI REFF J/C ORDER 801929554,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,538.55
2758,C03952,12090432,AIRCRAFT BATTERY,,,590643,WSEM,14008328,43041,TX,S,GAH210ZZ,GMFTL,PK-GQG,A320-200,Citilink,TQG231136B1,GATL,FINDING PK-GQG,,,,,,,,,13446.12,1191.09,,9197,927,,,,,512008891,GA05,TEST AND REPAIR OF 24-38-51 AIRCRAFT BAT,512008891,,,,,14016857,W1,,,"25 30 ,50",,WSAV,2758,C03952,REMOVE BATTERY FOR CHECK IN WORKSHOP,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,581.35
2758,201606120,12293849,AIRCRAFT BATTERY,,,512000955,WSAV,14015977,43043,DA,U,KNO1T1ZZ,GMFKNO,PK-GLX,A320-200,Citilink,801942898,GA01,REMOVE BATTERY FOR OVERHAUL,13770130,E8,REMOVE FROM AIRCRAFT,AMI,10000066581,000,03,DC GENERATION,1478.88,367.26,,1179,284,,,,,512009301,GA05,OVERHAUL OF AIRCRAFT BATTERY,512009301,,,,,14035671,W1,,,"25 30 ,50",,WSAV,2758,201606120,REMOVE BATTERY FOR OVERHAUL,LOW INSULATION,"DIRTY, LOW LEVEL LIQUID AND LOW INSULATION",RRC,627.7
2758,201602729,12285997,AIRCRAFT BATTERY,,,590655,WSEM,14016027,43043,WR,S,W704,GMFTCA,PK-GLO,A320-200,Citilink,512009151,GA05,TEST AND REPAIR OF AIRCRAFT BATTERY,,,,,,,,,2837,1188.23,,2193,958,,,,,512009151,GA05,TEST AND REPAIR OF AIRCRAFT BATTERY,512009151,,,,,14026922,W1,,,"25 30 ,50",,WSAV,2758,201602729,SHOP CHECK,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,627.7
2758,D05403,12256601,AIRCRAFT BATTERY,,,590647,WSEM,14016029,43043,WR,S,W704,GMFTCA,PK-GLO,A320-200,Citilink,512009266,GA05,TEST AND REPAIR OF AIRCRAFT BATTERY,,,,,,,,,4638.94,1188.23,,3478,958,,,,,512009266,GA05,TEST AND REPAIR OF AIRCRAFT BATTERY,512009266,,,,,14026955,W1,,,"25 30 ,50",,WSAV,2758,D05403,SHOP CHECK,DIRTY AND LOW LEVEL LIQUID,DIRTY AND LOW LEVEL LIQUID,RRC,328.1
2758,201607195,12296808,AIRCRAFT BATTERY,,,590047,WSEM,14016031,43043,WR,S,W704,GMFTCA,PK-GQA,A320-200,Citilink,512009265,GA05,OVERHAUL OF 24-38-51 AIRCRAFT BATTERY,,,,,,,,,2178.42,1217.25,,1680,950,,,,,512009265,GA05,OVERHAUL OF 24-38-51 AIRCRAFT BATTERYDIR,512009265,,,,,14035631,W1,,,"25 30 ,50",,WSAV,2758,201607195,REMOVE BATTERY FOR OVERHAUL,DIRTY AND LOW LEVEL LIQUID,"DIRTY, LOW LEVEL LIQUID",RRC,670.5
